Date,Forecast
2025-01-01,1337.3183825683593
2025-01-02,1356.3738110351562
2025-01-03,1355.2225720214844
2025-01-04,1355.0549938964843
2025-01-05,1355.3713159179688
2025-01-06,1332.9776818847656
2025-01-07,1331.5552355957032
2025-01-08,1332.7342419433594
2025-01-09,1332.6459899902343
2025-01-10,1332.7818420410156
2025-01-11,1332.3326586914063
2025-01-12,1332.3326586914063
2025-01-13,1332.3326586914063
2025-01-14,1332.3326586914063
2025-01-15,1332.3326586914063
2025-01-16,1332.3326586914063
