Date,Forecast
2025-01-01,1616.5012707519531
2025-01-02,1620.714647216797
2025-01-03,1619.434345703125
2025-01-04,1618.7892224121094
2025-01-05,1619.8610717773438
2025-01-06,1619.37087890625
2025-01-07,1619.1114379882813
2025-01-08,1619.1114379882813
2025-01-09,1619.1114379882813
2025-01-10,1619.1114379882813
2025-01-11,1612.9240795898438
2025-01-12,1612.457218017578
2025-01-13,1612.75666015625
2025-01-14,1612.8985302734375
2025-01-15,1612.8811767578125
2025-01-16,1612.8811767578125
2025-01-17,1612.8811767578125
2025-01-18,1612.8811767578125
2025-01-19,1612.8811767578125
2025-01-20,1612.8811767578125
2025-01-21,1612.8811767578125
2025-01-22,1612.8811767578125
2025-01-23,1612.8811767578125
2025-01-24,1612.8811767578125
2025-01-25,1612.8811767578125
2025-01-26,1612.954814453125
2025-01-27,1615.8767016601562
2025-01-28,1616.28337890625
2025-01-29,1616.061474609375
2025-01-30,1615.9196044921875
2025-01-31,1615.9196044921875
2025-02-01,1615.9196044921875
2025-02-02,1615.9196044921875
2025-02-03,1615.9196044921875
2025-02-04,1615.9196044921875
2025-02-05,1615.9196044921875
2025-02-06,1615.9196044921875
2025-02-07,1615.9196044921875
2025-02-08,1615.9196044921875
2025-02-09,1615.9196044921875
2025-02-10,1615.9196044921875
2025-02-11,1612.9977172851563
2025-02-12,1612.9240795898438
2025-02-13,1612.780281982422
2025-02-14,1612.780281982422
2025-02-15,1612.8811767578125
2025-02-16,1612.8811767578125
2025-02-17,1612.8811767578125
2025-02-18,1612.8811767578125
2025-02-19,1612.8811767578125
