Date,Forecast
2025-01-01,951.4710125732422
2025-01-02,949.9816857910156
2025-01-03,950.8017132568359
2025-01-04,950.8521221923828
2025-01-05,951.9396716308594
2025-01-06,951.7834503173829
2025-01-07,951.9706146240235
2025-01-08,951.8732891845704
2025-01-09,951.7085845947265
2025-01-10,951.6112591552734
2025-01-11,950.9354669189453
2025-01-12,950.5137237548828
2025-01-13,950.5137237548828
2025-01-14,950.5137237548828
2025-01-15,950.9354669189453
2025-01-16,951.0577471923829
2025-01-17,951.4425579833984
2025-01-18,951.5059448242188
2025-01-19,951.5059448242188
2025-01-20,951.0577471923829
2025-01-21,950.9354669189453
2025-01-22,950.9354669189453
2025-01-23,950.9354669189453
2025-01-24,950.9354669189453
2025-01-25,950.9354669189453
2025-01-26,951.1271228027343
2025-01-27,951.1211346435547
2025-01-28,951.1211346435547
2025-01-29,951.1211346435547
2025-01-30,951.065234375
2025-01-31,951.0697253417969
2025-02-01,950.9354669189453
2025-02-02,950.9354669189453
2025-02-03,950.9354669189453
2025-02-04,950.9354669189453
2025-02-05,951.1271228027343
2025-02-06,951.1211346435547
2025-02-07,951.1211346435547
2025-02-08,951.1211346435547
2025-02-09,951.1211346435547
2025-02-10,951.1271228027343
2025-02-11,951.0697253417969
2025-02-12,950.9354669189453
2025-02-13,950.9354669189453
2025-02-14,950.9354669189453
2025-02-15,950.9354669189453
2025-02-16,951.1271228027343
2025-02-17,951.1211346435547
2025-02-18,951.1211346435547
2025-02-19,951.1211346435547
