Date,Forecast
2025-01-01,447.4544625854492
2025-01-02,444.35097442626954
2025-01-03,443.6976068115234
2025-01-04,442.55327575683594
2025-01-05,442.3492138671875
2025-01-06,443.00351776123046
2025-01-07,443.0774670410156
2025-01-08,443.075126953125
2025-01-09,443.28059173583983
2025-01-10,443.0414294433594
2025-01-11,442.72738159179687
2025-01-12,442.71802124023435
2025-01-13,442.7189575195313
2025-01-14,442.4479690551758
2025-01-15,442.4470327758789
2025-01-16,442.49383544921875
2025-01-17,442.49383544921875
2025-01-18,442.4479690551758
2025-01-19,442.8579620361328
2025-01-20,443.18745483398436
2025-01-21,443.12333587646486
2025-01-22,443.12239959716794
2025-01-23,443.12333587646486
2025-01-24,442.8588983154297
2025-01-25,442.84251678466796
2025-01-26,443.107890625
2025-01-27,443.4125769042969
2025-01-28,445.5205752563477
2025-01-29,446.6424401855469
2025-01-30,446.72013275146486
