Date,LSTM_Forecast
2025-06-28,798.1957206911248
2025-06-29,803.6175128419201
2025-06-30,808.1921343279247
2025-07-01,812.1927018599382
2025-07-02,815.8102052697797
2025-07-03,819.1707754269447
2025-07-04,822.3435257080056
2025-07-05,825.3693735676499
2025-07-06,828.2733866819909
2025-07-07,831.0657422772712
