Date,Forecasted_Close
2025-01-01,1864.4259482352377
2025-01-02,1855.207675275612
2025-01-03,1836.231191007024
2025-01-04,1827.0879929800437
2025-01-05,1822.556892047448
2025-01-06,1819.2358810688118
2025-01-07,1819.6561710003486
2025-01-08,1819.5151770031355
2025-01-09,1819.3312072253518
2025-01-10,1817.648127447341
2025-01-11,1814.794424368
2025-01-12,1811.6994852596195
2025-01-13,1808.7731791173223
2025-01-14,1804.551086840144
2025-01-15,1802.367331635011
2025-01-16,1800.8214229959246
2025-01-17,1799.9054549746825
2025-01-18,1799.6576794133462
2025-01-19,1799.2544621537543
2025-01-20,1798.8152950618278
2025-01-21,1798.2451702512944
2025-01-22,1797.4028863411045
2025-01-23,1796.700367722271
2025-01-24,1796.0759168704947
2025-01-25,1795.648439297301
2025-01-26,1795.4280870762523
2025-01-27,1795.3235811737766
2025-01-28,1795.3118168715578
2025-01-29,1795.3186999072086
2025-01-30,1795.3240561522766
2025-01-31,1795.3249977372075
2025-02-01,1795.3170476087994
2025-02-02,1795.3240122073155
2025-02-03,1795.3682980087603
2025-02-04,1795.526004939873
2025-02-05,1796.0279614311185
2025-02-06,1797.6390204007253
2025-02-07,1801.0964849984791
2025-02-08,1804.8711504485202
2025-02-09,1807.9853730009734
2025-02-10,1810.2910104755917
2025-02-11,1811.5729023042886
2025-02-12,1812.1184009584822
2025-02-13,1812.3100968305118
2025-02-14,1812.4181037721828
2025-02-15,1812.686912114255
2025-02-15,1812.686912114255
2025-02-15,1812.686912114255
2025-02-15,1812.686912114255
2025-02-15,1812.686912114255
