Date,Forecast
2025-06-25,302.7690051269531
2025-06-26,303.8975045776367
2025-06-27,303.8660043334961
2025-06-28,303.82450500488284
2025-06-29,304.07600463867186
2025-06-30,303.88200805664064
2025-07-01,303.86350799560546
2025-07-02,303.8910079956055
2025-07-03,303.8955078125
2025-07-04,303.9755078125
2025-07-05,303.9755078125
2025-07-06,303.9755078125
2025-07-07,304.03950775146484
2025-07-08,304.03950775146484
2025-07-09,304.03950775146484
2025-07-10,304.03950775146484
2025-07-11,304.03950775146484
2025-07-12,304.03950775146484
2025-07-13,304.03950775146484
2025-07-14,304.0580078125
2025-07-15,304.03950775146484
2025-07-16,304.03950775146484
2025-07-17,304.0665075683594
2025-07-18,304.0665075683594
2025-07-19,304.0665075683594
2025-07-20,304.0665075683594
2025-07-21,304.0665075683594
2025-07-22,304.0665075683594
2025-07-23,304.0825076293945
2025-07-24,304.0825076293945
