Date,Forecasted_Close
2025-01-01,1273.8210098825307
2025-01-02,1264.0454451135852
2025-01-03,1260.137634742189
2025-01-04,1258.224084210388
2025-01-05,1257.5654845056588
2025-01-06,1257.999128281484
2025-01-07,1257.9015899315862
2025-01-08,1257.668290163204
2025-01-09,1255.7104732023276
2025-01-10,1252.6428764900415
2025-01-11,1250.0437816908338
2025-01-12,1247.6778618140277
2025-01-13,1245.2117390909239
2025-01-14,1244.1777621432282
2025-01-15,1243.545304457208
2025-01-16,1243.2702135284255
2025-01-17,1243.2014115173324
2025-01-18,1242.9289009325178
2025-01-19,1242.497123159374
2025-01-20,1241.9138718506865
2025-01-21,1241.088255945517
2025-01-22,1240.460705932829
2025-01-23,1239.9604258999227
2025-01-24,1239.6655192330293
2025-01-25,1239.546260466366
2025-01-26,1239.4994310836491
2025-01-27,1239.4873024250485
2025-01-28,1239.4517983246142
2025-01-29,1239.3787467084255
2025-01-30,1239.279145588591
2025-01-31,1239.1676465083267
2025-02-01,1239.0780742570794
2025-02-02,1239.0223883752612
2025-02-03,1239.0066202719001
2025-02-04,1239.0236373367586
2025-02-05,1239.1173569929422
2025-02-06,1239.638522007553
2025-02-07,1242.2749601715939
2025-02-08,1246.6348336012813
2025-02-09,1249.7485060631611
2025-02-10,1252.194837046131
2025-02-11,1253.6781380421603
2025-02-12,1254.3254778641697
2025-02-13,1254.753211867808
2025-02-14,1255.0709395674135
2025-02-15,1255.492184493043
2025-02-16,1256.069129188627
2025-02-17,1256.7099220791647
2025-02-17,1256.7099220791647
2025-02-17,1256.7099220791647
