Date,Close,High,Low,Open,Volume,Daily Returns,Price Range,Range %,MA5,MA10,MA20,MA50,MA100,StdDev5,StdDev10,Lag_1,Lag_2,Cumulative Return,Day,Month,Weekday,MACD,Signal_Line,RSI,Bollinger_Mid,Bollinger_Upper,Bollinger_Lower,EMA_10,EMA_20,Lag_10
2015-07-28,224.4976806640625,225.93098794335887,222.24213862509072,224.06434934291946,13382878,0.0048739461246627425,3.6888493182681543,0.01646334782434555,228.27987365722657,227.2298828125,225.092684173584,213.46958404541016,202.36172149658202,4.492992305374658,3.3952562325479216,223.40879821777344,227.78656005859375,1.152132305535564,28,7,1,3.6444684686018434,4.505884765387895,53.82459391466493,225.092684173584,231.94961348992024,218.23575485724774,226.28027286699114,224.53085514233635,221.73106384277344
2015-07-29,221.33103942871094,225.04212504263876,220.46439159631225,224.331011888752,14790821,-0.01410545189591561,4.577733446326505,0.020406155206916507,225.86211547851562,226.89321746826172,224.98546142578124,213.85691314697266,202.62660095214844,4.283319069014013,3.8151862600359165,224.4976806640625,223.40879821777344,1.1358809587221017,29,7,2,3.00431059470003,4.205569931250322,52.34328137599934,224.98546142578124,232.01379150152314,217.95713135003933,225.38041224184926,224.22611078865773,224.69769287109375
2015-07-30,222.25326538085938,223.99770147077183,220.50884412496555,222.24215470089862,11701228,0.004166726702810708,3.488857345806281,0.015698449965541907,223.85546875,226.36988983154296,224.8665740966797,214.31646392822265,202.90706665039062,2.5002614172169335,4.074844500206545,221.33103942871094,224.4976806640625,1.1406138642440233,30,7,3,2.5420931273449128,3.87287457046924,49.52380235201608,224.8665740966797,231.99980749978693,217.73334069357247,224.81184008530562,224.0382207498198,227.48654174804688
2015-07-31,222.63104248046875,223.97547925262393,219.99773716976784,222.2199324894776,16634259,0.0016997595016747802,3.977742082856082,0.017900023811070292,222.824365234375,225.9287841796875,224.80713119506837,214.7520147705078,203.22488662719726,1.197403141285364,4.229796313674547,222.25326538085938,221.33103942871094,1.142552633497514,31,7,4,2.1811232776498173,3.5345243119053555,48.48307600577798,224.80713119506837,231.99668130272426,217.61758108741247,224.41533142988072,223.90420377178634,227.04209899902344
2015-08-03,222.76437377929688,225.29768300644056,222.08660746071655,222.44216405712828,9887787,0.0005988890737904651,3.2110755457240145,0.014435552537149999,222.6954803466797,225.43323364257813,224.6615768432617,215.23178741455078,203.56708282470703,1.1526141616188668,4.28654691818616,222.63104248046875,222.25326538085938,1.1432368957859462,3,8,0,1.8840921511268505,3.204437879749655,51.44273481111441,224.6615768432617,231.89484626795328,217.42830741857014,224.11515731159275,223.79564853440638,227.71987915039062
2015-08-04,219.55331420898438,223.47550323292307,217.7755607656082,222.97550775915792,12006872,-0.014414601023653106,5.699942467314884,0.025563087733705494,221.70660705566405,224.9932403564453,224.49213485717775,215.69133850097657,203.8841911315918,1.3275925341328778,4.664493681101815,222.76437377929688,222.63104248046875,1.1267575920576722,4,8,1,1.3737514207363404,2.8383005879469922,42.86597576892281,224.49213485717775,232.04663308446308,216.9376366298924,223.28573129293667,223.39161669389,223.9532470703125
2015-08-05,219.4977569580078,222.39773362182947,218.68664759970656,219.60886376489302,14345010,-0.0002530467425496674,3.711086022122913,0.016898616742973983,221.33995056152344,223.60103302001954,224.39380340576173,216.14666748046875,204.18351669311522,1.6670175864972738,3.8819814293993047,219.55331420898438,222.76437377929688,1.1264724697193589,5,8,2,0.9538246128512071,2.4614053929278352,38.01272743175045,224.39380340576173,232.16240108930808,216.62520572221538,222.59700868658598,223.02077290952028,233.41983032226562
2015-08-06,217.54220581054688,220.44218231426484,217.21999608836853,220.21995387874375,8708037,-0.008909207886962811,3.2221862258963085,0.01463167242179376,220.39773864746093,222.12660369873046,224.29991455078124,216.60510711669923,204.49335174560548,2.2508717930009663,2.889841740894722,219.4977569580078,219.55331420898438,1.1164364923076886,6,8,3,0.45795394974945225,2.060715104292159,36.36368016912422,224.29991455078124,232.36147988518732,216.23834921637516,221.6779536182152,222.49900461437994,232.2864990234375
2015-08-07,218.74220275878906,220.88662333953926,217.14220549922584,217.55331549414086,8608888,0.005516156939620487,3.7444178403134174,0.017211495176750188,219.619970703125,221.22216796875,224.10602798461915,217.08221313476562,204.83274337768555,1.9361194117409153,2.2705772985159376,217.54220581054688,219.4977569580078,1.1225949312123773,7,8,4,0.1599586973243845,1.6805638228986042,37.303623627183434,224.10602798461915,232.51668482449196,215.69537114474633,221.14418073468318,222.14121396146652,227.78656005859375
2015-08-10,215.3088836669922,219.73105267811093,214.33111422551463,218.77551942913834,9288894,-0.015695732458097522,5.399938452596302,0.02468255345335998,218.12887268066407,220.41217651367188,223.68269882202148,217.3784323120117,205.10543228149413,1.7731023427046355,2.789352956258627,218.74220275878906,217.54220581054688,1.1049749815132515,10,8,0,-0.34921926215284316,1.2746072058883147,37.65865182060465,223.68269882202148,232.9700108369767,214.39538680706625,220.08321763146662,221.49051583818326,223.40879821777344
2015-08-11,214.6644744873047,216.36445311201848,212.8867062647899,215.77557220936674,8762464,-0.0029929521193569064,3.4777468472285875,0.016117426136885108,217.15110473632814,219.4288558959961,223.32936935424806,217.67776306152345,205.34578125,2.1076312581018706,2.919283574229256,215.3088836669922,218.74220275878906,1.101667844300495,11,8,1,-0.7955740166795522,0.8605709613747414,14.207040183945637,223.32936935424806,233.4312705614778,213.22746814701833,219.09799160525534,220.8404166619091,224.4976806640625
2015-08-12,209.5312042236328,214.66448727931015,209.00898737310322,214.13115974757824,9650325,-0.023912993875358057,5.655499906206927,0.026411382224211247,215.1577941894531,218.24887237548828,222.571044921875,217.8846499633789,205.56222946166992,3.5516936302613704,4.178271102175678,214.6644744873047,215.3088836669922,1.0753236678870584,12,8,2,-1.5457074320953552,0.37931528268072207,12.325324416459637,222.571044921875,234.37421907866133,210.76787076508867,217.35857571768761,219.7633488106447,221.33103942871094
2015-08-13,207.40896606445312,211.98669937154736,206.53119274526765,210.44227047063515,9340350,-0.010128506477319776,5.455506626279714,0.025924005733634053,213.1311462402344,216.76444244384766,221.56716613769532,217.97642669677734,205.76195404052734,4.590221115441446,5.126777500975063,209.5312042236328,214.6644744873047,1.064432245151649,13,8,3,-2.285099249667951,-0.15356762378901256,13.3786603076545,221.56716613769532,234.92315785280869,208.21117442258196,215.5495557807359,218.58674093005502,222.25326538085938
2015-08-14,214.87557983398438,215.99778824920662,207.62009768334832,208.94231318456337,12739366,0.0359994744258596,8.377690565858302,0.04009571081209435,212.35782165527343,215.98889617919923,220.95884017944337,218.23953552246093,206.06300857543945,3.6348816450691226,4.710398824630137,207.40896606445312,209.5312042236328,1.102751246539046,14,8,4,-2.24272650689565,-0.5713994004103401,36.197060384297366,220.95884017944337,234.37303668747674,207.54464367141,215.42701469950833,218.23329701614352,222.63104248046875
2015-08-17,211.26451110839844,214.6644833319314,210.23118810754295,214.6644833319314,10857430,-0.016805393746352593,4.433295224388445,0.020652206436652724,211.5489471435547,214.8389099121094,220.13607177734374,218.52953277587892,206.31478515625,3.2428625229493995,4.254131942091658,214.87557983398438,207.40896606445312,1.0842190776366762,17,8,0,-2.4720328146632937,-0.9515260832609309,30.209454836885556,220.13607177734374,233.8200815320504,206.45206202263708,214.67019586476107,217.56960312016778,222.76437377929688
2015-08-18,209.79783630371094,212.44225229406786,209.37563046686205,212.44225229406786,6630334,-0.00694236242988755,3.0666218272058074,0.014435084330403884,210.57561950683595,213.86336212158204,219.42830123901368,218.79797424316405,206.55858840942383,2.7698228496043233,4.170646466828095,211.26451110839844,214.87557983398438,1.0766920358463241,18,8,1,-2.7405171391895067,-1.309324294446646,31.82779877479973,219.42830123901368,233.73131591487672,205.12528656315064,213.7843123082065,216.8294348519338,219.55331420898438
2015-08-19,212.1311492919922,213.5533459628364,208.7645095019054,209.77561102350055,8877298,0.011121720935689083,4.788836460931009,0.022828375698996435,211.09560852050782,213.12670135498047,218.3638671875,219.01486083984375,206.85995971679688,2.7687813758846853,3.687457612941248,209.79783630371094,211.26451110839844,1.0886667042026859,19,8,2,-2.733503911315097,-1.5941602178203365,34.730175859073356,218.3638671875,231.39469888802574,205.33303548697427,213.48373721434933,216.3819790843203,219.4977569580078
2015-08-20,203.62010192871094,213.32000646934264,203.05344246994053,213.32000646934264,19008087,-0.04012162943390296,10.26656399940211,0.04812752525805671,210.33783569335938,211.73449096679687,216.93054733276367,219.18885833740234,207.11484466552736,4.185850246579973,4.395355480882362,212.1311492919922,209.79783630371094,1.0449876221196372,20,8,3,-3.3758021245947134,-1.950488599175212,26.971760255127336,216.93054733276367,229.81883700724086,204.04225765828647,211.69034898059687,215.16656221235752,217.54220581054688
2015-08-21,201.76458740234375,202.64236076289953,199.33127438843323,202.22014010209986,20050521,-0.009112629395582994,3.3110863744662993,0.01637367263614074,207.71563720703125,210.03672943115234,215.62944869995118,219.2693017578125,207.35325942993165,4.706782579753732,4.6587952476487535,203.62010192871094,212.1311492919922,1.0354650371962895,21,8,4,-3.988574793802087,-2.358105838100587,25.581435786210477,215.62944869995118,229.1420878223234,202.11680957757898,209.88566505727812,213.89018365902288,218.74220275878906
2015-08-24,184.342529296875,195.5535309244579,181.77588823928033,195.5535309244579,35635706,-0.08634844364797767,13.777642685177568,0.07045458407242902,202.33124084472655,206.94009399414062,213.67613525390624,218.94841552734374,207.38398635864257,10.9243335665419,9.017539442613906,201.76458740234375,203.62010192871094,0.9460542427824946,24,8,0,-5.8130073060811185,-3.0490861316966935,19.227061927435003,213.67613525390624,232.64621476814517,194.7060557396673,205.24145855538663,211.07612133881833,215.3088836669922
2015-08-25,188.475830078125,191.25358901331276,182.93145255551045,186.8536263363206,49504268,0.02242185130591068,8.322136457802316,0.044538265705494955,198.06683959960938,204.32122955322265,211.8750427246094,218.70041778564453,207.4339912414551,11.430890443865731,10.244362334419925,184.342529296875,201.76458740234375,0.9672665303414897,25,8,1,-6.8464389008885576,-3.8085566855350668,24.691834750578536,211.8750427246094,233.2115666589104,190.53851879030836,202.19316246861177,208.92371264732373,214.6644744873047
