Date,Close,High,Low,Open,Volume,Daily Returns,Price Range,Range %,MA5,MA10,MA20,MA50,MA100,StdDev5,StdDev10,Lag_1,Lag_2,Cumulative Return,Day,Month,Weekday
2015-06-15,200.3868408203125,201.10906474573915,197.77575664273735,198.86463303729892,12858570,0.01337307638321894,3.333308103001798,0.01676169388237377,198.1424133300781,199.09017791748047,198.70462493896486,195.8195571899414,194.08493850708007,2.6734004673855454,2.5754310423770725,197.74241638183594,194.92022705078125,1.028394379088356,15,6,0
2015-06-16,200.87571716308594,201.1090562858305,198.48686153767844,199.77573013391384,13929305,0.0024396629078644594,2.6221947481520544,0.013125692226950404,199.0424041748047,199.20795593261718,198.79795837402344,196.16756469726562,194.18509567260742,2.6873899453722108,2.6326089332495375,200.3868408203125,197.74241638183594,1.0309033147096742,16,6,1
2015-06-17,206.93121337890625,209.40896925029926,198.66462991009237,201.12016442093562,26232634,0.03014548647960269,10.744339340206892,0.05342248685576581,200.17128295898436,199.98239135742188,199.04628982543946,196.6867184448242,194.32397186279297,4.464088177397973,3.590518786308628,200.87571716308594,200.3868408203125,1.0619803966450323,17,6,2
2015-06-18,217.54220581054688,218.21997212914775,207.2200873403885,207.2311980204636,49366799,0.05127787276930107,10.99988478875926,0.053080254777434846,204.6956787109375,201.45459899902343,199.95961380004883,197.38210052490234,194.51760559082032,7.929957770769359,6.621906401017532,206.93121337890625,200.87571716308594,1.1164364923076882,18,6,3
2015-06-19,221.47552490234375,223.6421670455233,218.33111315766388,218.33111315766388,45710935,0.01808071715160553,5.31105388785943,0.02432568501596998,209.44230041503906,203.43013763427734,200.99071502685547,198.01108917236328,194.7424530029297,9.644949639130436,9.167492285449182,217.54220581054688,206.93121337890625,1.136622464742834,19,6,4
2015-06-22,220.37551879882812,224.15325387218468,219.21996356599703,221.54216987774402,19394187,-0.0049667163177541385,4.933290306187644,0.022267951554821523,213.44003601074218,205.79122467041014,202.07070388793946,198.4899166870117,195.0067744445801,9.079161311150774,10.238034261688346,221.47552490234375,217.54220581054688,1.13097718340007,22,6,0
2015-06-23,221.1088409423828,222.8199301991425,220.21995685631745,220.58662413777273,16007498,0.0033276025737871695,2.599973342825052,0.011786631909290999,217.48666076660157,208.26453247070313,203.29735794067383,198.9428109741211,195.27151641845703,6.099124565376248,10.688321995887327,220.37551879882812,221.47552490234375,1.1347406259864465,23,6,1
2015-06-24,220.19773864746094,223.65326408513278,219.25330114675154,221.10884410701726,18603004,-0.004120605449509318,4.399962938381236,0.019899533897665543,220.1399658203125,210.15562438964844,204.47067947387694,199.29782165527342,195.52242919921875,1.5435038902886677,10.985407938110885,221.1088409423828,220.37551879882812,1.1300648075792272,24,6,2
2015-06-25,223.2310333251953,224.21991350282778,218.88663881875723,219.33108084809956,27175118,0.013775321655735695,5.333274684070545,0.024316091743350185,221.2777313232422,212.98670501708983,205.90121994018554,199.7084503173828,195.76461212158202,1.2107236049637515,10.245928728948662,220.19773864746094,221.1088409423828,1.1456318137954582,25,6,3
2015-06-26,222.37551879882812,225.35325548100244,221.1977421091566,222.19773306856484,20966796,-0.0038324175345320066,4.155513371845842,0.018701871141788614,221.45773010253907,215.45001525878905,207.27565078735353,200.08134002685546,195.94875274658204,1.3102885015659138,9.066997631415697,223.2310333251953,220.19773864746094,1.1412412743441507,26,6,4
2015-06-29,220.18661499023438,220.853285442044,215.99777006004763,219.53107005217265,20168946,-0.00984327690573683,4.855515381996383,0.022117668268288614,221.41994934082032,217.42999267578125,208.26008529663085,200.4170349121094,196.14205734252928,1.3513733035705549,7.425384850234601,222.37551879882812,223.2310333251953,1.1300077204645251,29,6,0
2015-06-30,222.2421417236328,222.853243919809,219.553283160047,219.97550380791964,23184864,0.009335384594061802,3.2999607597620013,0.015001491996324706,221.6466094970703,219.56663513183594,209.38729553222657,200.97467193603515,196.37171783447266,1.3808672065981726,4.710359651581234,220.18661499023438,222.37551879882812,1.1405567771293206,30,6,1
2015-07-01,223.47549438476562,224.5421493753628,222.4421714354984,222.4421714354984,14824266,0.0055495895223443,2.0999779398644023,0.009440556735768664,222.30216064453126,221.22106323242187,210.6017272949219,201.59735565185548,196.54886260986328,1.2965370827649627,1.7619864676589616,222.2421417236328,220.18661499023438,1.1468863990693163,1,7,2
2015-07-02,224.63101196289062,226.60877221664308,223.79768134639383,224.21990199429865,15931202,0.005170667957604014,2.811090870249245,0.012537204972646558,222.5821563720703,221.92994384765626,211.69227142333983,202.2286654663086,196.75687484741212,1.65021131956473,1.5278891741844032,223.47549438476562,222.2421417236328,1.1528165678239959,2,7,3
2015-07-03,223.8199005126953,225.28655466967447,222.89768447072913,224.38655998611628,13831096,-0.003610861399357068,2.388870198945341,0.010646226757490065,222.87103271484375,222.1643814086914,212.79725952148436,202.8556036376953,196.96796813964843,1.7295124573693874,1.6270572575779751,224.63101196289062,223.47549438476562,1.148653906978701,3,7,4
2015-07-06,225.6754608154297,226.4198912139719,221.15328052178242,221.35328759701648,12237733,0.008290416975809123,5.266610692189488,0.023792782792445295,223.96880187988282,222.69437561035156,214.24280014038087,203.51153289794922,197.22790206909178,1.2843369995244482,1.8301350436042534,223.8199005126953,224.63101196289062,1.1581767268284466,6,7,0
2015-07-07,222.94215393066406,225.90877960668766,222.21993007578996,224.66435380133126,11294999,-0.012111670781082773,3.6888495308976985,0.01641938059368206,224.10880432128906,222.8777069091797,215.5711196899414,204.12859680175782,197.48947052001952,1.0691975275697503,1.743429530865372,225.6754608154297,223.8199005126953,1.1441492716067885,7,7,1
2015-07-08,221.46438598632812,224.1532446306358,220.3643990333849,221.29771095762706,15190654,-0.006628481506442796,3.788845597250912,0.017121033836524323,223.70658264160156,223.0043716430664,216.57999801635742,204.76043548583985,197.76852111816407,1.6090128082437802,1.5638529826072125,222.94215393066406,225.6754608154297,1.136565299319333,8,7,2
2015-07-09,219.41998291015625,222.4421770714268,218.47554538050673,221.33106449688526,16245867,-0.009231294987077865,3.9666316909200816,0.017921712435336447,222.66437683105468,222.6232666015625,217.80498580932618,205.41810089111328,197.98608978271486,2.3688125610867696,1.9251199646531734,221.46438598632812,222.94215393066406,1.1260733297692398,9,7,3
2015-07-10,222.61993408203125,223.10881883745986,220.05329282453565,220.24217438508038,16110573,0.014583681620216282,3.0555260129242185,0.013873482776199859,222.42438354492188,222.6477081298828,219.04886169433593,206.08555969238282,198.2171142578125,2.281657735639493,1.9231756189991973,219.41998291015625,221.46438598632812,1.1424956246916111,10,7,4
2015-07-13,223.7754669189453,224.99768618326524,221.14216167015545,222.61992656658538,9860248,0.005190608117277895,3.855524513109799,0.017318865263198334,222.044384765625,223.0065933227539,220.2182929992676,206.65060089111327,198.44136932373047,1.685064953779869,1.73891137021856,222.61993408203125,219.41998291015625,1.14842587175509,13,7,0
2015-07-14,221.73106384277344,224.77547936557295,221.1532936110478,224.1977091338473,9942927,-0.009135957146331752,3.6221857545251623,0.01615621215987848,221.8021667480469,222.95548553466796,221.26106033325195,207.16948638916017,198.67744018554689,1.6090842333943287,1.7710883009591263,223.7754669189453,222.61993408203125,1.1379339022049968,14,7,1
2015-07-15,224.69769287109375,225.419901914546,222.1199409073295,222.16438362791,13532911,0.01337940195165399,3.2999610072164955,0.014853690557093999,222.448828125,223.07770538330078,222.14938430786134,207.79993530273438,198.94570129394532,2.033207397480508,1.8513143743197464,221.73106384277344,223.7754669189453,1.1531587772770115,15,7,2
2015-07-16,227.48654174804688,228.3976471639163,224.69768693519904,224.8865684926765,14854295,0.01241155991108922,3.6999602287172593,0.01645256207836952,224.06213989257813,223.3632583618164,222.64660110473633,208.52785736083985,199.24097305297852,2.220726806700777,2.286578130904714,224.69769287109375,221.73106384277344,1.1674712765281836,16,7,3
2015-07-17,227.04209899902344,229.14207682038446,226.21989385859624,227.83098693402007,10195142,-0.0019537100771248594,2.9221829617882236,0.012826099737848604,224.94657287597656,223.68547821044922,222.9249298095703,209.1145178222656,199.59533264160157,2.3777931136609425,2.5678145920014948,227.48654174804688,224.69769287109375,1.1651903761304767,17,7,4
2015-07-20,227.71987915039062,228.87541951432567,226.19767152008487,228.39764545027242,6348354,0.002985262003634359,2.6777479942408036,0.011724061292145907,225.73545532226564,223.88992004394532,223.29214782714843,209.6869561767578,200.00398193359376,2.540849332619352,2.8134881780709535,227.04209899902344,227.48654174804688,1.1686687746873394,20,7,0
2015-07-21,223.9532470703125,228.54209146488418,222.83103871043798,228.44209534382944,7923338,-0.016540637972105032,5.7110527544462,0.025000001623389348,226.17989196777344,223.99102935791015,223.43436813354492,210.30517181396485,200.3969105529785,1.7304014561105312,2.793742220001795,227.71987915039062,227.04209899902344,1.1493382475759326,21,7,1
2015-07-22,233.41983032226562,234.2087034511813,223.24215056969766,223.33103601137617,17309440,0.04227035497717524,10.966552881483636,0.04910447324000689,227.9243194580078,225.18657379150392,224.09547271728516,211.03983123779298,200.88077423095703,3.4271640487602797,3.922443347054759,223.9532470703125,227.71987915039062,1.1979211832898118,22,7,2
2015-07-23,232.2864990234375,237.29754903998128,231.3753936262411,234.1086949838121,18642915,-0.004855334258719202,5.922155413740171,0.02529660598103659,228.88431091308593,226.47322540283204,224.54824600219726,211.7824905395508,201.35582809448243,3.9118683815108883,3.9309413703556384,233.41983032226562,223.9532470703125,1.1921048755293393,23,7,3
2015-07-24,227.78656005859375,233.2531632486479,226.90878662401232,232.88651078920608,13099664,-0.01937236552172461,6.344376624635572,0.027242353381205897,229.033203125,226.9898880004883,224.81879806518555,212.4540396118164,201.75614669799805,3.837685653015359,3.70102526382831,232.2864990234375,233.41983032226562,1.1690109841403549,24,7,4
2015-07-27,223.40879821777344,228.864305068413,222.60881445360522,227.75320744183497,20118553,-0.019218701224928303,6.255490614807769,0.027466092289415222,228.17098693847657,226.9532211303711,224.9799072265625,212.95981140136718,202.093595123291,4.612573891605291,3.738040909653872,227.78656005859375,232.2864990234375,1.146544111307502,27,7,0
2015-07-28,224.4976806640625,225.93098794335887,222.24213862509072,224.06434934291946,13382878,0.0048739461246627425,3.6888493182681543,0.01646334782434555,228.27987365722657,227.2298828125,225.092684173584,213.46958404541016,202.36172149658202,4.492992305374658,3.3952562325479216,223.40879821777344,227.78656005859375,1.152132305535564,28,7,1
2015-07-29,221.33103942871094,225.04212504263876,220.46439159631225,224.331011888752,14790821,-0.01410545189591561,4.577733446326505,0.020406155206916507,225.86211547851562,226.89321746826172,224.98546142578124,213.85691314697266,202.62660095214844,4.283319069014013,3.8151862600359165,224.4976806640625,223.40879821777344,1.1358809587221017,29,7,2
2015-07-30,222.25326538085938,223.99770147077183,220.50884412496555,222.24215470089862,11701228,0.004166726702810708,3.488857345806281,0.015698449965541907,223.85546875,226.36988983154296,224.8665740966797,214.31646392822265,202.90706665039062,2.5002614172169335,4.074844500206545,221.33103942871094,224.4976806640625,1.1406138642440233,30,7,3
2015-07-31,222.63104248046875,223.97547925262393,219.99773716976784,222.2199324894776,16634259,0.0016997595016747802,3.977742082856082,0.017900023811070292,222.824365234375,225.9287841796875,224.80713119506837,214.7520147705078,203.22488662719726,1.197403141285364,4.229796313674547,222.25326538085938,221.33103942871094,1.142552633497514,31,7,4
2015-08-03,222.76437377929688,225.29768300644056,222.08660746071655,222.44216405712828,9887787,0.0005988890737904651,3.2110755457240145,0.014435552537149999,222.6954803466797,225.43323364257813,224.6615768432617,215.23178741455078,203.56708282470703,1.1526141616188668,4.28654691818616,222.63104248046875,222.25326538085938,1.1432368957859462,3,8,0
2015-08-04,219.55331420898438,223.47550323292307,217.7755607656082,222.97550775915792,12006872,-0.014414601023653106,5.699942467314884,0.025563087733705494,221.70660705566405,224.9932403564453,224.49213485717775,215.69133850097657,203.8841911315918,1.3275925341328778,4.664493681101815,222.76437377929688,222.63104248046875,1.1267575920576722,4,8,1
2015-08-05,219.4977569580078,222.39773362182947,218.68664759970656,219.60886376489302,14345010,-0.0002530467425496674,3.711086022122913,0.016898616742973983,221.33995056152344,223.60103302001954,224.39380340576173,216.14666748046875,204.18351669311522,1.6670175864972738,3.8819814293993047,219.55331420898438,222.76437377929688,1.1264724697193589,5,8,2
2015-08-06,217.54220581054688,220.44218231426484,217.21999608836853,220.21995387874375,8708037,-0.008909207886962811,3.2221862258963085,0.01463167242179376,220.39773864746093,222.12660369873046,224.29991455078124,216.60510711669923,204.49335174560548,2.2508717930009663,2.889841740894722,219.4977569580078,219.55331420898438,1.1164364923076886,6,8,3
2015-08-07,218.74220275878906,220.88662333953926,217.14220549922584,217.55331549414086,8608888,0.005516156939620487,3.7444178403134174,0.017211495176750188,219.619970703125,221.22216796875,224.10602798461915,217.08221313476562,204.83274337768555,1.9361194117409153,2.2705772985159376,217.54220581054688,219.4977569580078,1.1225949312123773,7,8,4
2015-08-10,215.3088836669922,219.73105267811093,214.33111422551463,218.77551942913834,9288894,-0.015695732458097522,5.399938452596302,0.02468255345335998,218.12887268066407,220.41217651367188,223.68269882202148,217.3784323120117,205.10543228149413,1.7731023427046355,2.789352956258627,218.74220275878906,217.54220581054688,1.1049749815132515,10,8,0
2015-08-11,214.6644744873047,216.36445311201848,212.8867062647899,215.77557220936674,8762464,-0.0029929521193569064,3.4777468472285875,0.016117426136885108,217.15110473632814,219.4288558959961,223.32936935424806,217.67776306152345,205.34578125,2.1076312581018706,2.919283574229256,215.3088836669922,218.74220275878906,1.101667844300495,11,8,1
2015-08-12,209.5312042236328,214.66448727931015,209.00898737310322,214.13115974757824,9650325,-0.023912993875358057,5.655499906206927,0.026411382224211247,215.1577941894531,218.24887237548828,222.571044921875,217.8846499633789,205.56222946166992,3.5516936302613704,4.178271102175678,214.6644744873047,215.3088836669922,1.0753236678870584,12,8,2
2015-08-13,207.40896606445312,211.98669937154736,206.53119274526765,210.44227047063515,9340350,-0.010128506477319776,5.455506626279714,0.025924005733634053,213.1311462402344,216.76444244384766,221.56716613769532,217.97642669677734,205.76195404052734,4.590221115441446,5.126777500975063,209.5312042236328,214.6644744873047,1.064432245151649,13,8,3
2015-08-14,214.87557983398438,215.99778824920662,207.62009768334832,208.94231318456337,12739366,0.0359994744258596,8.377690565858302,0.04009571081209435,212.35782165527343,215.98889617919923,220.95884017944337,218.23953552246093,206.06300857543945,3.6348816450691226,4.710398824630137,207.40896606445312,209.5312042236328,1.102751246539046,14,8,4
2015-08-17,211.26451110839844,214.6644833319314,210.23118810754295,214.6644833319314,10857430,-0.016805393746352593,4.433295224388445,0.020652206436652724,211.5489471435547,214.8389099121094,220.13607177734374,218.52953277587892,206.31478515625,3.2428625229493995,4.254131942091658,214.87557983398438,207.40896606445312,1.0842190776366762,17,8,0
2015-08-18,209.79783630371094,212.44225229406786,209.37563046686205,212.44225229406786,6630334,-0.00694236242988755,3.0666218272058074,0.014435084330403884,210.57561950683595,213.86336212158204,219.42830123901368,218.79797424316405,206.55858840942383,2.7698228496043233,4.170646466828095,211.26451110839844,214.87557983398438,1.0766920358463241,18,8,1
2015-08-19,212.1311492919922,213.5533459628364,208.7645095019054,209.77561102350055,8877298,0.011121720935689083,4.788836460931009,0.022828375698996435,211.09560852050782,213.12670135498047,218.3638671875,219.01486083984375,206.85995971679688,2.7687813758846853,3.687457612941248,209.79783630371094,211.26451110839844,1.0886667042026859,19,8,2
2015-08-20,203.62010192871094,213.32000646934264,203.05344246994053,213.32000646934264,19008087,-0.04012162943390296,10.26656399940211,0.04812752525805671,210.33783569335938,211.73449096679687,216.93054733276367,219.18885833740234,207.11484466552736,4.185850246579973,4.395355480882362,212.1311492919922,209.79783630371094,1.0449876221196372,20,8,3
2015-08-21,201.76458740234375,202.64236076289953,199.33127438843323,202.22014010209986,20050521,-0.009112629395582994,3.3110863744662993,0.01637367263614074,207.71563720703125,210.03672943115234,215.62944869995118,219.2693017578125,207.35325942993165,4.706782579753732,4.6587952476487535,203.62010192871094,212.1311492919922,1.0354650371962895,21,8,4
2015-08-24,184.342529296875,195.5535309244579,181.77588823928033,195.5535309244579,35635706,-0.08634844364797767,13.777642685177568,0.07045458407242902,202.33124084472655,206.94009399414062,213.67613525390624,218.94841552734374,207.38398635864257,10.9243335665419,9.017539442613906,201.76458740234375,203.62010192871094,0.9460542427824946,24,8,0
2015-08-25,188.475830078125,191.25358901331276,182.93145255551045,186.8536263363206,49504268,0.02242185130591068,8.322136457802316,0.044538265705494955,198.06683959960938,204.32122955322265,211.8750427246094,218.70041778564453,207.4339912414551,11.430890443865731,10.244362334419925,184.342529296875,201.76458740234375,0.9672665303414897,25,8,1
2015-08-26,189.64248657226562,194.39799076524736,186.66473554930806,188.39804600263292,18955515,0.006189952810697452,7.733255215939295,0.041047427932618896,193.56910705566406,202.33235778808594,210.2906150817871,218.35464324951172,207.52068084716797,8.583093148457356,11.021636232646294,188.475830078125,184.342529296875,0.9732538645196706,26,8,2
2015-08-27,193.14244079589844,195.83129934410522,190.45358224769163,192.62022403720488,26997546,0.018455538560443463,5.3777170964135905,0.02791875631592494,191.47357482910155,200.90570526123048,208.83507385253907,217.86664794921876,207.62437423706055,6.555173940803941,11.213173976329115,189.64248657226562,188.475830078125,0.9912157887454139,27,8,3
2015-08-28,193.86468505859375,196.22020864372598,192.46469482360695,194.44245527445673,10770215,0.003739438415084173,3.7555138201190346,0.019314268660196168,189.89359436035156,198.80461578369142,207.39675598144532,217.31443115234376,207.66276016235352,3.8474666507838715,10.230076765216646,193.14244079589844,189.64248657226562,0.9949223791434865,28,8,4
2015-08-31,190.19805908203125,193.96468363010308,189.73139566447995,193.96468363010308,20708942,-0.018913325938936687,4.233287965623134,0.0218250450875694,191.0647003173828,196.69797058105468,205.76844024658203,216.7108819580078,207.60039932250976,2.3255605845904825,9.523856141630997,193.86468505859375,193.14244079589844,0.9761050879028034,31,8,0
2015-09-01,186.63140869140625,189.7535986302873,185.5758644724683,189.7535986302873,21645696,-0.018752296463165896,4.177734157819003,0.02201662676215606,190.69581604003906,194.3813278198242,204.12234497070312,216.02133331298828,207.4820721435547,2.911373198564783,8.771135564092699,190.19805908203125,193.86468505859375,0.9578008759152454,1,9,1
2015-09-02,188.7869415283203,190.46469864727428,187.24251256435176,188.88693764455937,19652369,0.011549678867174062,3.2221860829225193,0.017058808423195005,190.52470703125,192.04690704345703,202.58680419921876,215.39311737060547,207.34546951293945,3.012153842130705,6.272879578228545,186.63140869140625,190.19805908203125,0.9688631684507646,2,9,2
2015-09-03,189.74249267578125,191.2758109846966,187.6425148650948,189.78693539482066,11659978,0.0050615320091806915,3.6332961196017948,0.019144079185657942,189.84471740722657,190.65914611816407,201.19681854248046,214.7233465576172,207.2158984375,2.633423763187111,4.787180168542675,188.7869415283203,186.63140869140625,0.9737671003903944,3,9,3
2015-09-04,185.75364685058594,188.8202835820119,183.35366576346422,188.8202835820119,16199949,-0.021022417113551795,5.4666178185476895,0.02895143315560866,188.222509765625,189.05805206298828,199.54739074707032,213.99090911865235,207.03612457275392,1.9467031800646317,3.0065099905122494,189.74249267578125,188.7869415283203,0.9532961622345336,4,9,4
2015-09-07,185.15365600585938,187.553637102295,183.93145151422195,186.27586437556593,10234633,-0.0032300353446582664,3.6221855880730516,0.019445275963235198,187.21362915039063,189.13916473388673,198.03962936401368,213.29024993896485,206.85364242553712,1.9738592213852906,2.8731376937812163,185.75364685058594,189.74249267578125,0.950216981936589,7,9,0
2015-09-08,188.5758056640625,189.54246436286726,183.35363842202725,185.77584050829645,12900468,0.018482754983216942,6.188825940840019,0.03331340568239085,187.60250854492188,189.14916229248047,196.73519592285157,212.61692321777343,206.7957975769043,2.0214406482429377,2.8707459915320954,185.15365600585938,185.75364685058594,0.9677796095946148,8,9,1
2015-09-09,194.23130798339844,195.26463077340716,188.9980299609693,191.33134666454563,17340694,0.029990604040748048,6.266600812437872,0.03275260913427259,188.6913818359375,189.60804443359376,195.97020111083984,212.0320394897461,206.81469757080077,3.638501218270524,3.293929613958947,188.5758056640625,185.15365600585938,0.9968039046646767,9,9,2
2015-09-10,192.66468811035156,193.4424654119902,190.10915742985492,191.33137678471292,11074406,-0.00806574331044907,3.3333079821352953,0.017421648441311072,189.27582092285155,189.56026916503907,195.23298721313478,211.3927130126953,206.81068923950195,4.0598413756734635,3.239993807836638,194.23130798339844,188.5758056640625,0.9887639402387981,10,9,3
2015-09-11,191.3202667236328,194.68689192408826,190.26472240657685,193.7757864537399,10634833,-0.006978037334733123,4.422169517511406,0.022821063448848967,190.38914489746094,189.30582733154296,194.0552215576172,210.74272033691406,206.7991619873047,3.588378640044576,2.9514634341593835,192.66468811035156,194.23130798339844,0.981864308548574,11,9,4
2015-09-14,191.96470642089844,192.37581644555902,189.3091795328765,191.4980429920972,7964072,0.0033683817626939394,3.066636912682526,0.016013933431210475,191.75135498046876,189.48249206542968,193.0902313232422,210.06850524902345,206.79001907348632,2.0796522357190654,3.061620556028364,191.3202667236328,192.66468811035156,0.9851716023789291,14,9,0
2015-09-15,192.66468811035156,193.33135860719023,190.13137879081492,191.5535903943129,11509788,0.003646408251308131,3.199979816375304,0.016705402440059455,192.56913146972656,190.08582000732423,192.23357391357422,209.46295593261718,206.7957763671875,1.0846757233644013,3.0316723120679607,191.96470642089844,191.3202667236328,0.9887639402387981,15,9,1
2015-09-16,193.89801025390625,194.9646652046113,192.26469578776528,193.79801413365615,13424811,0.006401391742571372,2.6999694168460167,0.013931873496825082,192.50247192382812,190.5969268798828,191.32191696166993,208.91162841796876,206.8360319519043,0.9600724301540878,3.2137333757033124,192.66468811035156,191.96470642089844,0.9950934055611951,16,9,2
2015-09-18,198.97573852539062,199.88682911783525,194.92022166024776,195.2090993397487,34261453,0.0261876244363477,4.966607457587486,0.02544249973175395,193.76468200683593,191.52025146484374,191.0896987915039,208.50274353027345,206.96042221069337,3.06585841242177,4.135239933665143,193.89801025390625,192.66468811035156,1.0211525379451178,18,9,4
2015-09-21,195.13133239746094,197.37574917957647,194.6757796659784,195.55355308766565,12732187,-0.019320979313460995,2.699969513598063,0.013806803665631586,194.52689514160156,192.45802001953126,190.75803604125977,207.95297149658202,207.01926559448242,2.765215819762611,3.725198904218776,198.97573852539062,193.89801025390625,1.001422870883592,21,9,0
2015-09-22,188.42027282714844,196.6424129993258,187.6647317873244,195.5535367405693,15745524,-0.03439252675548188,8.977681212001414,0.04590907104846503,193.81800842285156,192.78468170166016,190.96192321777343,207.2458676147461,206.9482342529297,3.834028471146226,3.1051310955254645,195.13133239746094,198.97573852539062,0.9669814080031766,22,9,1
2015-09-23,188.9647216796875,190.39804391821016,186.66475155718976,187.33140719886725,15221260,0.0028895449750172553,3.7332923610204034,0.01992881181454648,193.07801513671876,192.82357330322264,190.98636779785156,206.59054077148437,206.88001358032227,4.423951610855906,3.0484765518839643,188.42027282714844,195.13133239746094,0.9697755442716073,23,9,2
2015-09-24,186.0758514404297,188.44248539903762,185.49808129950154,188.44248539903762,29076982,-0.015287881322920804,2.9444040995360865,0.015624948340609839,191.51358337402343,192.00802764892578,190.80803604125975,205.8181039428711,206.80901962280274,5.3480384758700446,3.659656478291316,188.9647216796875,188.42027282714844,0.9549497308409121,24,9,3
2015-09-28,185.386962890625,186.86472772251824,184.15364783452748,186.6202927807401,11624639,-0.0037021921139790415,2.7110798879907634,0.014527251284382063,188.79582824707032,191.28025512695314,190.4202621459961,204.97611236572266,206.75198486328125,3.8511951570800376,4.198525362639238,186.0758514404297,188.9647216796875,0.9514143234781465,28,9,0
2015-09-29,186.8314208984375,188.94250956203456,183.57590245767273,184.44256521806167,15853471,0.007791583535810442,5.366607104361833,0.029096359064498114,187.13584594726564,190.83137054443358,190.06859893798827,204.17189880371095,206.6432083129883,1.5222839555326446,4.427490992113685,185.386962890625,186.0758514404297,0.958827347656693,29,9,1
2015-09-30,191.6202392578125,192.17578807170753,186.33140742920313,189.10916633269642,17292020,0.025631761169221168,5.8443806425044045,0.030904798301645987,187.77583923339844,190.796923828125,190.13970794677735,203.44990600585936,206.56843109130858,2.5338442970871915,4.419025612088555,186.8314208984375,185.386962890625,0.9834037812343471,30,9,2
